,FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,Location,Census Tracts 2010,2011 Supervisorial District Boundaries (Official),Board Approved Statistical Areas,Zip Codes
19896,FA0224403,LUCKY BAKERY,PR0179613,LUCKY BAKERY,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",136 W 7TH ST,LOS ANGELES,CA,90014,33.73780308,-118.2802488,OW0228880,LAURENTINO RABADAN FAUSTO,136 W 7TH ST,LOS ANGELES,CA,90014,"(33.7378030797, -118.2802488059)",102.0,4.0,43.0,3342.0
24848,FA0177094,DOC POPCORN,PR0170046,DOC POPCORN,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3650 MARTIN LUTHER KING JR BLVD # 450,LOS ANGELES,CA,90008,34.01154621,-118.3364243,OW0183068,"NG CREATIVE DEVELOP, INC.",415 ROUTE 66,GLENDORA,CA,91740,"(34.0115462128, -118.3364243388)",902.0,2.0,20.0,22725.0
39533,FA0166078,BAK KUNG KOREAN BBQ 2,PR0156328,BAK KUNG KOREAN BBQ 2,1638,RESTAURANT (61-150) SEATS HIGH RISK,233 S VERMONT AVE,LOS ANGELES,CA,90004,34.06946448,-118.29187150000001,OW0039131,"WON HUA, INC.",3700  W OLYMPIC BLVD #100,LOS ANGELES,CA,90019,"(34.069464483, -118.2918715205)",1510.0,2.0,61.0,22721.0
11781,FA0036486,LITTLE CAESARS PIZZA,PR0020131,LITTLE CAESARS PIZZA,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1846 LOMITA BLVD,LOMITA,CA,90717,33.79834707,-118.31111229999999,OW0012337,FREEMAN PIZZA COMPANIES,19572 ARAGON CIR,HUNTINGTON BEACH,CA,92649,"(33.7983470749, -118.3111123493)",81.0,4.0,318.0,3335.0
34941,FA0053357,VERDUGO PIZZA,PR0002998,VERDUGO PIZZA,1632,RESTAURANT (0-30) SEATS HIGH RISK,519 S VERDUGO RD,GLENDALE,CA,91205,34.13998453,-118.23400079999999,OW0034813,TAHMASIAN ALBRIK,519  S VERDUGO RD,GLENDALE,CA,91205,"(34.1399845293, -118.2340008034)",1537.0,5.0,305.0,3632.0
17148,FA0245129,NEW MOON,PR0193500,NEW MOON,1632,RESTAURANT (0-30) SEATS HIGH RISK,2148 HUNTINGTON DR,SAN MARINO,CA,91108,34.12137079,-118.1070376,OW0240236,"JNL FOOD, LLC",1175 KINBRAE AVE,HACIENDA HEIGHTS,CA,91745,"(34.121370787, -118.1070375821)",1841.0,5.0,39.0,3238.0
26141,FA0158091,PACIFIC BREWING SUPPLIES,PR0146181,PACIFIC BREWING SUPPLIES,1630,RESTAURANT (0-30) SEATS LOW RISK,240 SAN DIMAS AVE,SAN DIMAS,CA,91773,34.10911552,-117.80691780000001,OW0123190,PACIFIC BREWING SUPPLIES LLC.,240 SAN DIMAS AVE,SAN DIMAS,CA,91773,"(34.1091155236, -117.806917794)",2257.0,5.0,88.0,10134.0
5801,FA0163146,SIZZLER RESTAURANT #345,PR0151328,SIZZLER,1641,RESTAURANT (151 + ) SEATS HIGH RISK,20755 AVALON BLVD,CARSON,CA,90746-3313,33.84234938,-118.26337099999999,OW0126814,"CARSON SIZZ, LLC",25910 ACERO DR STE 350,MISSION VIEJO,CA,92691,"(33.8423493829, -118.2633709798)",1241.0,2.0,297.0,3698.0
29393,FA0252530,SUBWAY #39254,PR0201841,SUBWAY #39254,1631,RESTAURANT (0-30) SEATS MODERATE RISK,4770 E CESAR CHAVEZ AVE,LOS ANGELES,CA,90022-1704,34.04058249,-118.16239009999998,OW0246289,RISHI ENTERPRISES,13606 RANCHILL DR,CERRITOS,CA,90703,"(34.0405824885, -118.1623900809)",2063.0,1.0,162.0,23440.0
13363,FA0035620,SUSHI A GO GO,PR0019684,SUSHI A GO GO,1632,RESTAURANT (0-30) SEATS HIGH RISK,6333 W 3RD ST STE #434,LOS ANGELES,CA,90036,34.07134742,-118.35981540000002,OW0013853,GOURMET AVENUE INC,6333  W 3RD ST #434,LOS ANGELES,CA,90036,"(34.0713474165, -118.3598154354)",1626.0,3.0,120.0,23667.0
31325,FA0159262,DON QUIXOTE,PR0147326,DON QUIXOTE,1640,RESTAURANT (151 + ) SEATS MODERATE RISK,2811 E OLYMPIC BLVD,LOS ANGELES,CA,90023,34.02335427,-118.21728600000002,OW0124280,SERAPIA LOPEZ QUEZADA,2811 E OLYMPIC,LOS ANGELES,CA,90023,"(34.0233542664, -118.2172859652)",1039.0,1.0,332.0,23441.0
4716,FA0163701,BRAND GRILL THE BEST,PR0151930,BRAND GRILL THE BEST,1632,RESTAURANT (0-30) SEATS HIGH RISK,1200 S BRAND BLVD STE 7,GLENDALE,CA,91204,34.13202348,-118.25444750000001,OW0005175,"BRAND GRILL, INC.",1200  S BRAND BLVD #7,GLENDALE,CA,91204,"(34.1320234776, -118.2544475366)",1293.0,5.0,305.0,3632.0
4842,FA0006370,BRISTOL FARMS,PR0014187,BRISTOL FARMS,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",7880 W SUNSET BLVD,LOS ANGELES,CA,90046,34.09789371,-118.3612365,OW0005296,BRISTOL FARMS INC,915  E 230TH STREET,CARSON,CA,90745,"(34.0978937051, -118.3612364622)",1528.0,3.0,359.0,23677.0
29048,FA0257624,THE NEW TOWNHOUSE,PR0207555,THE NEW TOWNHOUSE,1638,RESTAURANT (61-150) SEATS HIGH RISK,6835 LA TIJERA BLVD,LOS ANGELES,CA,90045,33.97648809,-118.37281329999999,OW0029847,"RED RIVER ENTERPRISES, LLC",4283 DON CARLOS DR,LOS ANGELES,CA,90008,"(33.9764880888, -118.372813253)",1232.0,2.0,440.0,23676.0
3892,FA0203450,CAFE AMICI-BEVERLY HILLS,PR0175805,CAFE AMICI-BEVERLY HILLS,1638,RESTAURANT (61-150) SEATS HIGH RISK,469 N DOHENY DR,BEVERLY HILLS,CA,90210,34.0801402,-118.3897825,OW0208641,"BEVERLY TERRACE, INC",9400 CULVER BLVD,CULVER CITY,CA,90232,"(34.0801402032, -118.3897824729)",1339.0,3.0,292.0,24346.0
16757,FA0239318,SUSHI IKE,PR0187285,SUSHI IKE,1632,RESTAURANT (0-30) SEATS HIGH RISK,6051 HOLLYWOOD BLVD # 105,LOS ANGELES,CA,90028,34.10168859,-118.3217596,OW0235634,"JEAMIN ,INC",6051 HOLLYWOOD BLVD # 105,LOS ANGELES,CA,90028,"(34.1016885908, -118.3217595933)",1490.0,3.0,359.0,23446.0
35384,FA0018456,JACK IN THE BOX # 256,PR0039238,JACK IN THE BOX,1634,RESTAURANT (31-60) SEATS MODERATE RISK,4069 W CENTURY BLVD,INGLEWOOD,CA,90304,33.94560106,-118.345771,OW0035140,"TBS FOODS, INC.",4917 GENESTA AVE,ENCINO,CA,91316,"(33.9456010564, -118.3457710278)",1032.0,2.0,13.0,25424.0
36900,FA0266176,COFFEEBAY MELROSE,PR0217481,COFFEEBAY MELROSE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,7201 MELROSE AVE STE C,LOS ANGELES,CA,90046,34.08352552,-118.3463993,OW0256994,TOP PLACE INC,7201 MELROSE AVE STE C,LOS ANGELES,CA,90046,"(34.0835255188, -118.3463993294)",1353.0,3.0,387.0,23677.0
33106,FA0268630,SARI SARI STORE,PR0220613,SARI SARI STORE,1632,RESTAURANT (0-30) SEATS HIGH RISK,317 S BROADWAY AVE # E-12,LOS ANGELES,CA,90013,33.99301424,-118.4713757,OW0229858,"SPROUT GCM, LLC",3547 VOYAGER ST # 201,TORRANCE,CA,90503,"(33.9930142373, -118.4713757329)",625.0,3.0,432.0,25073.0
10078,FA0248648,NOHO BEER AND WINE MARKET,PR0197358,NOHO BEER AND WINE MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10915 MAGNOLIA ST,NORTH HOLLYWOOD,CA,91601,34.16491763,-118.36834950000001,OW0243014,"EL ESTABLO, CORP.",8011 WOODMAN AVE,PANORAMA CITY,CA,91402,"(34.1649176296, -118.3683494728)",1461.0,3.0,394.0,8488.0
8331,FA0247739,DAHLICIOUS CREAMERY,PR0196372,DAHLICIOUS CREAMERY,1630,RESTAURANT (0-30) SEATS LOW RISK,4172 S PACIFIC COAST HWY # 110,TORRANCE,CA,90505,33.80755386,-118.3575848,OW0242278,"DAHLICIOUS CREAMERY, LLC",4172 S PACIFIC COAST HWY # 110,TORRANCE,CA,90505,"(33.8075538636, -118.3575848029)",105.0,4.0,102.0,25719.0
26922,FA0068499,PEET'S COFFEE & TEA,PR0036844,PEET'S COFFEE & TEA,1630,RESTAURANT (0-30) SEATS LOW RISK,1854 WESTWOOD BLVD,LOS ANGELES,CA,90025,34.04885484,-118.435643,OW0028121,PEET'S COFFEE & TEA,PO BOX 8000,MONSEY,NY,10952,"(34.0488548368, -118.4356429514)",1057.0,3.0,438.0,23443.0
21270,FA0037329,LOYAL ORDER OF THE MOOSE#702,PR0010098,LOYAL ORDER OF THE MOOSE#702,1630,RESTAURANT (0-30) SEATS LOW RISK,1600 OCEAN PARK BLVD,SANTA&#160;MONICA,CA,90405,34.01138454,-118.4684645,OW0022373,LOYAL ORDER OF THE MOOSE,1600 OCEAN PARK BLVD,SANTA&#160;MONICA,CA,90405,"(34.0113845442, -118.4684644784)",476.0,3.0,93.0,25714.0
19128,FA0266714,BOOM CHICKEN,PR0218061,BOOM CHICKEN,1635,RESTAURANT (31-60) SEATS HIGH RISK,1063 E AVE J # 101,LANCASTER,CA,93535,34.68952144,-118.110542,OW0257430,"KS HOPE, INC.",1063 E AVE J # 101,LANCASTER,CA,93535,"(34.6895214388, -118.1105420343)",176.0,5.0,18.0,26966.0
14752,FA0066188,MA DANG GOOK SOO,PR0011636,MA DANG GOOK SOO,1635,RESTAURANT (31-60) SEATS HIGH RISK,869 S WESTERN AVE STE #1,LOS ANGELES,CA,90005,34.05620014,-118.3091124,OW0015464,"HEUNG, LEE",869  S WESTERN AVE #1,LOS ANGELES,CA,90005,"(34.0562001406, -118.3091123869)",467.0,2.0,372.0,22722.0
15812,FA0029260,IN-N-OUT BURGER #112,PR0047126,IN N OUT BURGERS # 112,1637,RESTAURANT (61-150) SEATS MODERATE RISK,8767 E FIRESTONE BLVD,DOWNEY,CA,90241,33.93621346,-118.1241878,OW0016998,"IN-N-OUT BURGERS, INC.",4199 CAMPUS DR FL 9,IRVINE,CA,92612,"(33.9362134589, -118.124187789)",1927.0,4.0,303.0,24681.0
21633,FA0258273,M & M LIQUOR & DELI,PR0208274,M & M LIQUOR & DELI,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1951 W GLENOAKS BLVD,GLENDALE,CA,91201,34.17522567,-118.2951535,OW0250487,M&M LIQUOR MARKET & DELI INC.,1951 W GLENOAKS BLVD,GLENDALE,CA,91201,"(34.1752256703, -118.2951535352)",1522.0,5.0,305.0,3626.0
21537,FA0259397,BEST DONUTS AND ICE CREAM,PR0209578,BEST DONUTS AND ICE CREAM,1631,RESTAURANT (0-30) SEATS MODERATE RISK,15408 NORDHOFF ST,NORTH HILLS,CA,91343,34.23545385,-118.4680598,OW0251402,LYDA KIM,15408 NORDHOFF ST,NORTH HILLS,CA,91343,"(34.235453847, -118.46805975)",551.0,3.0,391.0,18914.0
5639,FA0024854,MIKE'S TOBACCO & LIQUOR,PR0020043,MIKE'S TOBACCO & LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1174 S DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,34.00163524,-117.81058529999999,OW0006107,CAPITAL E INC.,1142 S DIAMOND BAR BLVD #176,DIAMOND BAR,CA,91765,"(34.0016352375, -117.8105853173)",2282.0,4.0,302.0,9741.0
33855,FA0049607,STATER BROS #49,PR0033264,STATER BROS #49 (MARKET),1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1055 W FOOTHILL BLVD,CLAREMONT,CA,91711,34.10723135,-117.73572659999998,OW0033964,STATER BROS. MARKETS INC.,PO BOX 150,SAN BERNARDINO,CA,92402,"(34.1072313529, -117.735726638)",2340.0,1.0,6.0,8900.0
1349,FA0248922,CAMPOS TACOS,PR0197626,CAMPOS TACOS,1632,RESTAURANT (0-30) SEATS HIGH RISK,13322 W WASHINGTON BLVD,LOS ANGELES,CA,90066,33.99286656,-118.44288030000001,OW0243254,ALEXANDER DION CIRULLI,13322 W WASHINGTON BLVD,LOS ANGELES,CA,90066,"(33.9928665623, -118.4428802628)",803.0,2.0,9.0,24031.0
33541,FA0049472,STARBUCKS COFFEE #5497,PR0013314,STARBUCKS COFFEE #5497,1633,RESTAURANT (31-60) SEATS LOW RISK,300 E HUNTINGTON DR,ARCADIA,CA,91006,34.1340217,-118.0421512,OW0033938,STARBUCKS COFFEE CORPORATION,P.O. BOX 34442-TAX 2,SEATTLE,WA,98124,"(34.1340217042, -118.0421512171)",1818.0,5.0,285.0,2447.0
22245,FA0159335,CLUB DE SALUD,PR0147398,CLUB DE SALUD,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14076 OSBORNE ST,PANORAMA CITY,CA,91402,34.23250834,-118.4391203,OW0124346,MARIA ALEJANDRA VENTURA,13147 KAGEL CANYON ST,PACOIMA,CA,91331,"(34.2325083447, -118.4391202558)",553.0,3.0,395.0,18907.0
10154,FA0012483,EL POLLO LOCO #5322,PR0018473,EL POLLO LOCO #5322,1635,RESTAURANT (31-60) SEATS HIGH RISK,1224 S SOTO ST,LOS ANGELES,CA,90023,34.02732038,-118.2193354,OW0010868,"EL POLLO LOCO, INC.",3535 HARBOR BLVD STE 100,COSTA MESA,CA,92626,"(34.0273203834, -118.2193354275)",1253.0,1.0,332.0,23441.0
7203,FA0015465,CIRCLE K #2709451,PR0017994,CIRCLE K #2709451,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",504 N DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,34.02877359,-117.8100903,OW0008161,"CIRCLE K STORES, INC.",255 E RINCON #100,CORONA,CA,92879-1365,"(34.028773589, -117.8100902758)",2313.0,4.0,302.0,9741.0
24273,FA0049076,SPORTS BAR,PR0037926,SPORTS BAR,1630,RESTAURANT (0-30) SEATS LOW RISK,5865 COMPTON AVE,LOS ANGELES,CA,90001,33.98809682,-118.2479517,OW0025292,"MULET, SUSANA CARIDAD",1451 E 58TH DR,LOS ANGELES,CA,90001,"(33.9880968209, -118.2479517166)",991.0,2.0,174.0,22350.0
26391,FA0027645,PANDA EXPRESS #723,PR0033840,PANDA EXPRESS #723,1632,RESTAURANT (0-30) SEATS HIGH RISK,561 N GLENDALE AVE,GLENDALE,CA,91206,34.15451317,-118.24304369999999,OW0027458,PANDA EXPRESS INC.,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770,"(34.1545131685, -118.2430437104)",1527.0,5.0,305.0,3634.0
25879,FA0166657,OPEN SPACE CAFE AND THEATER,PR0156972,OPEN SPACE CAFE AND THEATER,1631,RESTAURANT (0-30) SEATS MODERATE RISK,457 N FAIRFAX AVE,LOS ANGELES,CA,90036,34.0798144,-118.3616153,OW0129767,OPEN SPACE CAFE AND THEATER,457 N FAIRFAX AVE,LOS ANGELES,CA,90036,"(34.0798144029, -118.3616153205)",1514.0,3.0,387.0,23679.0
34591,FA0162689,SUSHI TSUJITA,PR0150830,SUSHI TSUJITA,1635,RESTAURANT (31-60) SEATS HIGH RISK,2006 SAWTELLE BLVD,LOS ANGELES,CA,90025,34.04083612,-118.4433297,OW0126402,SUSHI TSUJITA,2006 SAWTELLE BLVD,LOS ANGELES,CA,90025,"(34.0408361192, -118.4433297365)",560.0,2.0,438.0,23443.0
36468,FA0252663,ANDREWS CHEESE SHOP,PR0201997,ANDREWS CHEESE SHOP,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1141 HIGHLAND AVE # 1B,MANHATTAN BEACH,CA,90266,33.88550418,-118.409989,OW0246385,"THIS PLACE STINKS 2, LLC",728 MONTANA AVE,SANTA&#160;MONICA,CA,90403,"(33.8855041785, -118.4099889595)",650.0,4.0,68.0,25064.0
39058,FA0261088,"WESTERN REFINING RETAIL, LLC  STORE#69616 (6217 )",PR0216935,"WESTERN REFINING RETAIL, LLC  STORE#69616 (6217 )",1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",18541 PACIFIC COAST HWY,MALIBU,CA,90265,34.04008226,-118.57769850000001,OW0248900,WESTERN REFINING RETAIL LLC,19100 RIDGEWOOD PKWY,SAN ANTONIO,TX,78259-1834,"(34.0400822646, -118.5776984755)",249.0,3.0,33.0,25063.0
25611,FA0035729,LAUREL PARK LIQUOR,PR0019899,LAUREL PARK LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4407 LAUREL CANYON BLVD,VALLEY VILLAGE,CA,91607,34.15078084,-118.39666640000002,OW0026581,"OGY ENTERPRISES, INCE",4407   LAUREL CANYON BLVD,VALLEY VILLAGE,CA,91607,"(34.1507808385, -118.3966664088)",1595.0,3.0,44.0,8492.0
34869,FA0050281,TACO BELL,PR0004852,TACO BELL,1634,RESTAURANT (31-60) SEATS MODERATE RISK,7127 E FIRESTONE BLVD,DOWNEY,CA,90241,33.94811088,-118.1559133,OW0034762,TACOS 2000 INC,14431 VENTURA BLVD # 263,SHERMAN OAKS,CA,91423,"(33.9481108766, -118.1559133078)",2176.0,4.0,303.0,24681.0
16006,FA0060043,THE COFFEE BEAN & TEA LEAF,PR0017841,COFFEE BEAN & TEA LEAF,1630,RESTAURANT (0-30) SEATS LOW RISK,6401 PLATT AVE STE #1,WEST HILLS,CA,91307,34.18702198,-118.642793,OW0017025,INTERNATIONAL COFFEE & TEA LLC,5700 WILSHIRE BLVD STE 120,LOS ANGELES,CA,90036,"(34.1870219763, -118.6427930366)",561.0,3.0,441.0,4283.0
21140,FA0032777,L A TURF CLUB STAND 53,PR0006428,L A TURF CLUB STAND 53,1630,RESTAURANT (0-30) SEATS LOW RISK,285 W HUNTINGTON DR # 53,ARCADIA,CA,91007,34.13564175,-118.0417716,OW0022255,LOS ANGELES TURF CLUB INC,285 W HUNTINGTON DR,ARCADIA,CA,91007,"(34.1356417536, -118.041771586)",1818.0,5.0,285.0,2447.0
6467,FA0069983,SALVA MARKET,PR0001663,SALVA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2108 E 1ST ST,LOS ANGELES,CA,90033,34.04446047,-118.21350679999999,OW0007261,"CHAVEZ, JAIME",2108 E 1ST ST,LOS ANGELES,CA,90033,"(34.0444604703, -118.2135068118)",1214.0,1.0,332.0,23450.0
12683,FA0014940,GNC C#5581,PR0021877,GENERAL NUTRITION CENTER,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14006 RIVERSIDE DR STE 233A,SHERMAN OAKS,CA,91423,34.15712637,-118.43791540000001,OW0013042,GENERAL NUTRITION CORP,300 SIXTH AVE,PITTSBURGH,PA,15222,"(34.1571263676, -118.4379153817)",451.0,3.0,44.0,19736.0
18348,FA0009782,BILLS LIQUOR STORE,PR0020399,BILLS LIQUOR STORE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3150 N GLENDALE BLVD,LOS ANGELES,CA,90039,34.11683178,-118.261677,OW0018862,"KHALIL,MICHEL",3150  N GLENDALE BL,LOS ANGELES,CA,90039,"(34.116831782, -118.2616769919)",1480.0,1.0,330.0,23670.0
2988,FA0071444,SUPER KING #5,PR0021747,SUPER KING #5-BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,19500 PLUMMER ST,NORTHRIDGE,CA,91324,34.24259563,-118.5584586,OW0003565,B & V ENTERPRISES INC.,791 MISSION RD,LOS ANGELES,CA,90023,"(34.2425956317, -118.5584586016)",505.0,5.0,396.0,18513.0
34294,FA0202887,ARCO AM/PM MINI MARKET,PR0175189,ARCO AM/PM MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5007 W SUNSET BLVD,LOS ANGELES,CA,90027-5819,34.09815819,-118.29864009999999,OW0208169,"SUNSET SATER, INC",683 CLIFFSIDE DR,SAN DIMAS,CA,91773,"(34.0981581888, -118.2986400668)",1400.0,3.0,344.0,23445.0
10010,FA0042530,NOAH'S NEW YORK BAGELS #2154,PR0040775,NOAH'S NEW YORK BAGELS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,10910 LINDBROOK DR,LOS ANGELES,CA,90024,34.05939555,-118.4448716,OW0010776,EINSTEIN AND NOAH CORP,3900 LAKEBREEZE AVE N,MINNEAPOLIS,MN,55429,"(34.0593955486, -118.4448716292)",389.0,3.0,60.0,23442.0
499,FA0176853,9TH STREET & PASTA,PR0169771,9TH STREET & PASTA,1632,RESTAURANT (0-30) SEATS HIGH RISK,227 E 9TH ST,LOS ANGELES,CA,90014,34.04033813,-118.25338870000002,OW0182848,9th STREET PIZZA CORPORATION,227 E 9TH ST,LOS ANGELES,CA,90014,"(34.0403381337, -118.2533886769)",1145.0,2.0,64.0,23075.0
33336,FA0239250,STAR GARDEN,PR0187215,STAR GARDEN,1636,RESTAURANT (61-150) SEATS LOW RISK,6630 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91606,34.19129016,-118.38775679999999,OW0235579,STAR GARDEN ENTERPRISE,6630 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91606,"(34.1912901605, -118.3877567752)",901.0,3.0,394.0,8889.0
464,FA0056905,99 CENTS ONLY STORE #84,PR0044363,99 CENTS ONLY STORES #84,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",852 N LA BREA AVE,LOS ANGELES,CA,90036,34.08684758,-118.34385859999999,OW0001414,"99 CENT ONLY STORES, LLC",4000 E UNION PACIFIC AVE,COMMERCE,CA,90023-3202,"(34.086847583, -118.3438585606)",1447.0,3.0,387.0,23669.0
15204,FA0257394,HOPE AND FIRE,PR0207292,HOPE AND FIRE,1632,RESTAURANT (0-30) SEATS HIGH RISK,8484 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,34.06498911,-118.37559979999999,OW0249864,HOPE AND FIRE LLC.,8484 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,"(34.0649891074, -118.3755997821)",808.0,3.0,292.0,24347.0
26507,FA0257532,PANDA GARDEN,PR0207452,PANDA GARDEN,1635,RESTAURANT (31-60) SEATS HIGH RISK,1211 S SOTO ST,LOS ANGELES,CA,90023-2615,34.02781251,-118.21955890000001,OW0249978,"PANDA GARDEN, ET AL",1211 S SOTO ST,LOS ANGELES,CA,90023-2615,"(34.0278125135, -118.2195588699)",951.0,1.0,64.0,23441.0
3043,FA0034719,SUBWAY,PR0008004,SUBWAY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,112 W FOOTHILL BLVD,AZUSA,CA,91702,34.13318469,-117.9071571,OW0003599,B&G SUBS INCORPORATED,804 VIA GREGORIO,SAN DIMAS,CA,91773,"(34.1331846891, -117.90715705)",2318.0,1.0,287.0,8894.0
23318,FA0260242,MEZZO GARDEN RESTAURANT,PR0210598,MEZZO GARDEN RESTAURANT,1641,RESTAURANT (151 + ) SEATS HIGH RISK,2516 COLORADO BLVD,LOS ANGELES,CA,90041,34.141591,-118.2217933,OW0252107,MEZZO GARDEN INC,2516 COLORADO BLVD,LOS ANGELES,CA,90041,"(34.1415909972, -118.2217933277)",1388.0,1.0,345.0,23672.0
25912,FA0058276,BETTY'S PLACE SPORTS BAR,PR0035501,BETTY'S PLACE SPORTS BAR,1630,RESTAURANT (0-30) SEATS LOW RISK,7144 FOOTHILL BLVD,TUJUNGA,CA,91042,34.24797512,-118.2874808,OW0026883,"ORELLANA RAMOS, FRANCISCO",7144   FOOTHILL BLVD,TUJUNGA,CA,91042,"(34.2479751191, -118.2874808132)",1502.0,5.0,423.0,3222.0
25420,FA0055620,ZOZOYA'S LIQUOR,PR0012634,ZOZOYA'S LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",116 N ROWAN AVE,LOS ANGELES,CA,90063,34.03645393,-118.1868193,OW0026386,"NURHUSSEN, SALEM",116  N ROWAN AVE,LOS ANGELES,CA,90063,"(34.0364539307, -118.1868192726)",736.0,1.0,162.0,24028.0
23498,FA0068715,PIONEER CHICKEN,PR0047588,PIONEER CHICKEN,1634,RESTAURANT (31-60) SEATS MODERATE RISK,6323 E FLORENCE AVE,BELL GARDENS,CA,90201,33.96586484,-118.152046,OW0004328,MIGUEL BELMONTE,6323 E FLORENCE,BELL GARDENS,CA,90201,"(33.9658648392, -118.1520460131)",1919.0,1.0,290.0,24345.0
38087,FA0066863,MI CHAPITA MINI MARKET,PR0007717,MI CHAPITA MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5724 S BROADWAY,LOS ANGELES,CA,90037,33.99008964,-118.27809180000001,OW0037489,"VELEZ, GUADALUPE",5724  S BROADWAY,LOS ANGELES,CA,90037,"(33.9900896408, -118.2780917542)",487.0,2.0,400.0,23668.0
35364,FA0171630,168 MARKET #805,PR0199517,168 MARKET #805 - KRISPY KRUNCHY CHICKEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,19725 COLIMA RD,ROWLAND HEIGHTS,CA,91748,33.986477,-117.8725913,OW0035124,"TAWA SUPERMARKET, INC",6281 REGIO AVE,BUENA PARK,CA,90620,"(33.9864770007, -117.8725912706)",2239.0,4.0,234.0,9329.0
38943,FA0171791,AMORINO,PR0164246,AMORINO,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9605 S SANTA&#160;MONICA BLVD,BEVERLY HILLS,CA,90210,34.06982788,-118.4057564,OW0178852,"WEIG, LLC",9605 S SANTA&#160;MONICA BLVD,BEVERLY HILLS,CA,90210,"(34.0698278817, -118.4057564177)",1339.0,3.0,292.0,24346.0
768,FA0172097,ACHITA SUSHI,PR0164602,ACHITA SUSHI,1632,RESTAURANT (0-30) SEATS HIGH RISK,22913 SOLEDAD CANYON RD,SANTA CLARITA,CA,91355,34.42172773,-118.53429609999999,OW0179144,ACHITA,22913 SOLEDAD CANYON RD,SANTA CLARITA,CA,91355,"(34.4217277278, -118.5342960545)",326.0,5.0,90.0,19333.0
12455,FA0060486,CVS/PHARMACY # 09513,PR0039556,CVS # 09513,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1570 ROSECRANS AVE,MANHATTAN BEACH,CA,90266,33.90053648,-118.38559860000001,OW0012926,"GARFIELD BEACH CVS, LLC.",1 CVS DR MC# 1160,WOONSOCKET,RI,2895,"(33.900536483, -118.3855986213)",1139.0,4.0,68.0,25064.0
38717,FA0054213,WAL-MART,PR0016578,WAL-MART,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8333 VAN NUYS BLVD,PANORAMA CITY,CA,91402,34.22235881,-118.4489632,OW0038349,WALMART  INC.,508 SW 8TH ST,BENTONVILLE,AR,72716-0500,"(34.2223588068, -118.4489631549)",351.0,3.0,395.0,19730.0
39840,FA0060318,"CALTEX USA, INC.",PR0025138,"CALTEX USA, INC.",1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1807 W SIXTH ST,LOS ANGELES,CA,90057,34.05814243,-118.27130249999999,OW0039568,YAXON ABRAHAM,1334  E 42ND PLACE,LOS ANGELES,CA,90011,"(34.0581424318, -118.2713025186)",78.0,1.0,442.0,24352.0
